link,status,title,description,keywords,error
https://www.gourmetgarage.com/categories/tea/iced-tea-id-1139,success,Iced Tea - Gourmet,Gourmet,Keywords meta tag not found.,
https://www.samsclub.com/p/clover-farms-tea-with-lemon-and-sugar-1-gal/150234?itemNumber=48301,success,Let us know you're not a robot - Sam's Club,Description meta tag not found.,Keywords meta tag not found.,
https://www.foodnetwork.com/recipes/food-network-kitchen/perfect-iced-tea-recipe-2105628,success,Perfect Iced Tea Recipe | Food Network Kitchen | Food Network,Get Perfect Iced Tea Recipe from Food Network,,
https://www.amazon.com/Ice-Tea/s?k=Ice+Tea,success,Amazon.com : Ice Tea,Description meta tag not found.,Keywords meta tag not found.,
http://shop.celestialseasonings.com/Cold-Brew-Iced-Tea-Green-Tea/p/CEL-546693&c=CelestialSeasonings@CoolBrew,success,"Celestial Seasonings | Cold Brew Iced Tea, Green Tea | FREE 1-3 Day Delivery","Cold Brew Iced Tea, Green Tea - When we started Celestial Seasonings in 1969, we were inspired by the awesome power of nature right outside our door in the Rocky Mountains, we foraged the fields and forests for herbs and botanicals, creating unique and delicious blends as America's first herbal tea company. Today we're still crafting tea in Boulder, Colorado under the watchful eye of our Blendmaster, creating teas that are bursting with benefits, flavor, and our passion for inspiring a happier and healthier life. Blending herbs, art and inspiration since 1969. So crisp, so cool, get that ahhh feeling with each sip, brew one glass at a time with our convenient cold water, steeping method-no boiling required: lively notes of lemongrass and citrus fruits harmoniously blend with cool mint to make this iced green tea extra smooth and refreshing.",,
https://www.arborteas.com/organic-iced-tea/,success,Organic Iced Tea: Loose Leaf Teas Great Over Ice,Description meta tag not found.,"buy organic tea, buy organic teas, organic loose tea, loose leaf tea, organic loose leaf tea, organic teas",
https://steepster.com/discuss/795-iced-tea,success,Iced Tea.,"As its summer I figured that it might be time to put away some of the hotter teas, and break in some of the iced teas! Especial...",Keywords meta tag not found.,
https://www.bbcgoodfood.com/recipes/iced-tea,success,Easy iced tea recipe | Good Food,"Make up a jug of refreshing iced tea to serve on summer days. With a subtle tea flavour, oranges, lemons and mint, it's an excellent alcohol-free party drink",Keywords meta tag not found.,
https://www.peets.com/collections/iced-tea-beverages,success,Iced Tea Beverages | Peet's Coffee,"Iced Wild Berry Hibiscus for tart refreshment. Or go with a classic, our brisk Summer Solstice iced tea. Stay cool with creamy iced Matcha lattes. Maybe Green Tea Tropical, brewed strong and served cold? Mighty Leaf on ice is the answer to every mood.",Keywords meta tag not found.,
https://www.quiltingboard.com/recipes-f8/iced-tea-recipes-t197524.html,success,,Description meta tag not found.,Keywords meta tag not found.,
https://venisonfordinner.com/kates-iced-tea/,success,Honey Iced Tea Recipe - Venison for Dinner,Bored with plain iced tea? Pump up the flavour (think glass jarred flavoured tea...) and enjoy honey-sweetened iced tea all summer long!,Keywords meta tag not found.,
https://www.theteaspot.com/collections/iced-tea-pouches,success,Iced Tea Pouches - XL Iced Tea Bags Full Leaf Biodegradable | Tea Spot – The Tea Spot,Iced Tea Pouches: Make fresh-brewed iced tea at home with our Iced Tea Pouches — biodegradable XL tea sachets filled with premium whole leaf tea. Each Iced Tea Pouch brews a half gallon of epic iced tea with a quick concentrate method or a cold brew method — easy peasy lemon squeezy!,Keywords meta tag not found.,
https://www.vegrecipesofindia.com/lemon-iced-tea-recipe/,success,Iced Tea Recipe | Lemon Iced Tea » Dassana's Veg Recipes,"Refreshing, lemony Iced Tea with black tea, sugar, lemon. Here I share with you my easy Lemon Iced Tea recipe made with only 4 ingredients.",Keywords meta tag not found.,
https://www.waterdrop.com/products/iced-tea-blueberry?variant=41089932132386,success,Microdrink ICED TEA BLUEBERRY: Order now | waterdrop®,"Try our sugar-free waterdrop® Microdrink ICED TEA BLUEBERRY with white tea. Add to water, dissolve and enjoy on the go. Buy now!",Keywords meta tag not found.,
https://www.quora.com/Is-iced-tea-literally-just-tea-with-ice,success,Is iced tea literally just tea with ice? - Quora,Description meta tag not found.,Keywords meta tag not found.,
https://www.liquor.com/recipes/long-island-iced-tea/,success,Long Island Iced Tea Cocktail Recipe,"The Long Island Iced Tea is as boozy as cocktails get. But with four liquors, one liqueur, lemon and cola, it somehow works.",Keywords meta tag not found.,
https://www.walmart.com/browse/food/iced-tea/976759_976782_1001320_3536093,success,Robot or human?,Description meta tag not found.,Keywords meta tag not found.,
https://saintjamesicedtea.com/,success,Saint James Iced Tea – saintjamesicedtea,Saint James Tea stands out from the crowd as a healthy beverage option that is dedicated to a minimal environmental impact.,Keywords meta tag not found.,
https://kirralife.com/,success,Kirra Iced Tea – kirra,"Kirra is the FIRST EVER iced tea to use REAL FRUIT JUICE to flavor and LIGHTLY SWEETEN our line of teas. NO ADDED SUGAR or FAUX SUGAR alternatives and less than FIVE ingredients in each can. NO GIMMICKS! Just a SIMPLE, CRUSHABLE, and REFRESHING iced tea that tastes like you brewed it at home!",Keywords meta tag not found.,
https://www.ralphs.com/q/ice+tea,success,,Description meta tag not found.,Keywords meta tag not found.,
https://www.foodnetwork.com/recipes/food-network-kitchen/perfect-iced-tea-recipe-2105628,success,Perfect Iced Tea Recipe | Food Network Kitchen | Food Network,Get Perfect Iced Tea Recipe from Food Network,,
https://giantfood.com/groceries/beverages/tea/iced-tea/iced-tea-refrigerated/pure-leaf-real-brewed-sweet-tea-59-oz-btl.html,success,Site Temporarily Down,Description meta tag not found.,Keywords meta tag not found.,
https://www.amazon.com/Lipton-Zero-Sugar-Southern-Sweet/dp/B09ZBL76Z3?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ATVPDKIKX0DER,success,"Amazon.com: Lipton Iced Tea Mix, Sugar-Free, Southernn Sweet Tea, Makes 28 Quarts, 8.1 Ounce(Pack of 1) : Lipton","Amazon.com: Lipton Iced Tea Mix, Sugar-Free, Southernn Sweet Tea, Makes 28 Quarts, 8.1 Ounce(Pack of 1) : Lipton",Keywords meta tag not found.,
https://www.ohhowcivilized.com/iced-tea-recipes/,success,"30 Refreshing Iced Tea Recipes - Oh, How Civilized","30 delicious iced tea recipes you can make at home including cold brew tea, iced matcha latte, and bubble tea.",Keywords meta tag not found.,
https://www.allrecipes.com/recipe/228491/the-real-long-island-iced-tea/,success,The REAL Long Island Iced Tea Recipe,Use this recipe to make the REAL Long Island iced tea cocktail. Garnish with a lemon slice before taking a refreshing sip.,Keywords meta tag not found.,
https://us.palaisdesthes.com/en_us/savour/iced-tea/,success,Palais des Thés | Ultimate Guide to Making the Perfect Iced Tea,"Learn how to make the perfect iced tea with our easy-to-follow recipe and expert tips. Discover refreshing ideas for homemade iced tea, including classic and creative variations to enjoy all summer long.","make the perfect iced tea, iced tea recipe, how to make iced tea, refreshing iced tea, easy iced tea recipes, best iced tea tips, homemade iced tea, cold brew iced tea, iced tea preparation, summer iced tea recipes",
https://cooklist.com/product/great-value-tea-bags-black-tea-iced-tea-brew-371800,success,Great Value Tea Bags Black Tea Iced Tea Brew,<p>Refresh yourself with a glass of Great Value Iced Tea. The carefully chosen tea leaves provide a rich and authentic taste that will invigorate you,Keywords meta tag not found.,
https://www.asweetmuddle.com/2014/02/classic-iced-tea/,success,Classic iced tea | A Sweet Muddle,Description meta tag not found.,Keywords meta tag not found.,
https://www.turkeyhill.com/drinks/iced-tea,success,Turkey Hill Dairy | Iced Tea Drinks,"At Turkey Hill, we make family moments delicious. With a variety of flavor options, there is a deliciously refreshing option for everyone.",Keywords meta tag not found.,
https://www.amazon.com/Just-Ice-Tea-Organic-Lemonade/dp/B0C1CPNNPY,success,"Amazon.com : Just Ice Tea Organic Iced Tea, 16 Fl Oz Glass Bottles (Half Tea & Half Lemonade, Pack of 12) : Grocery & Gourmet Food","Amazon.com : Just Ice Tea Organic Iced Tea, 16 Fl Oz Glass Bottles (Half Tea & Half Lemonade, Pack of 12) : Grocery & Gourmet Food",Keywords meta tag not found.,
https://www.t2tea.com/en/au/tea/tea-edits/iced-tea/,success,Iced Tea - Explore Iced Tea + Best Recipes At T2 Tea!,"From fruit teas to rose teas and lemon and citrus teas, learn how to make the best iced tea with T2! Discover our amazing collection and get brewing today.","T2 Tea, Iced Tea",
https://www.quebradabakingco.com/news-item/ways-to-use-iced-tea/,success,"7 Sweet (And Surprising) Ways to Use Iced Tea | Quebrada Baking Company | Family-owned bakery in Massachusetts, US","Quebrada Baking Company is a family-run neighborhood bakery in Massachusetts. We have an unrelenting dedication to our product, our team, and our communities.","Serves Breakfast and Coffee, Walk-Ins Welcome, Take Out, Catering, Breakfast Baked Goods, and Barista Coffees and Teas",
https://lizzykate.com/blogs/lizzys-corner/59073859-the-history-of-iced-tea,success,The History of Iced Tea – LizzyKate,"You may have heard iced tea was invented at the 1904 World’s Fair in St. Louis. From our research, iced tea was ""popularized"" at the World's Fair.",Keywords meta tag not found.,
https://rareteacompany.us/pages/how-to-make-the-perfect-iced-tea,error,,,,"Message: unknown error: net::ERR_CONNECTION_TIMED_OUT
  (Session info: chrome-headless-shell=127.0.6533.89)
Stacktrace:
	GetHandleVerifier [0x00E18923+23283]
	(No symbol) [0x00DDE934]
	(No symbol) [0x00D10733]
	(No symbol) [0x00D08EE2]
	(No symbol) [0x00CFCC48]
	(No symbol) [0x00CFE40B]
	(No symbol) [0x00CFCEB6]
	(No symbol) [0x00CFC980]
	(No symbol) [0x00CFC778]
	(No symbol) [0x00CFAEDD]
	(No symbol) [0x00CFB1FB]
	(No symbol) [0x00D13154]
	(No symbol) [0x00D8D4D7]
	(No symbol) [0x00D7441C]
	(No symbol) [0x00D8CB8D]
	(No symbol) [0x00D741B6]
	(No symbol) [0x00D48017]
	(No symbol) [0x00D4890D]
	GetHandleVerifier [0x00F0A5F3+1013699]
	GetHandleVerifier [0x00F13E4C+1052700]
	GetHandleVerifier [0x00F0D4B4+1025668]
	GetHandleVerifier [0x00E3EA2B+179195]
	(No symbol) [0x00DE6833]
	(No symbol) [0x00DE3198]
	(No symbol) [0x00DE3337]
	(No symbol) [0x00DDB4BE]
	BaseThreadInitThunk [0x75DE7BA9+25]
	RtlInitializeExceptionChain [0x7706C10B+107]
	RtlClearBits [0x7706C08F+191]
"
